iter time primal fd fdmin fdavg, lmo1 lmo2
0.0 0.0 1.929171132070663e6 0.0 0.0 0.0 0.0 0.0
100.0 0.9525627477999998 20.020502954909702 23.212327895480698 0.0 Inf 51.45 48.55
200.0 1.9327438771999996 12.677329142710057 15.000602154803726 0.0 Inf 99.75 100.25
300.0 2.96578899045 11.445421518355516 13.753513006371714 0.0 Inf 149.0 151.0
400.0 3.9967018257999998 10.430631648419645 12.637016614944164 0.0 Inf 197.85 202.15
500.0 5.0455115825000005 9.321780167931307 11.426861426998304 0.0 Inf 247.55 252.45
600.0 6.12104833185 8.253349242619063 10.243688237338532 0.0 Inf 298.65 301.35
700.0 7.2177642531499995 7.355819046763303 9.26582967356187 0.0 Inf 349.0 351.0
800.0 8.33835098175 6.607601710890298 8.42476741314913 0.0 Inf 398.85 401.15
900.0 9.47226332045 5.864584317312125 7.597159586210888 0.0 Inf 448.8 451.2
1000.0 10.6351813364 5.251976107139109 6.885123078440676 0.0 Inf 498.0 502.0
1100.0 11.857349860399998 4.755620483594528 6.312173319184841 0.0 Inf 550.35 549.65
1200.0 13.07819294075 4.288822579492713 5.769436857211138 0.0 Inf 600.3 599.7
1300.0 14.32469161695 3.8393375571515413 5.23196097472736 0.0 Inf 649.7 650.3
1400.0 15.609239552599998 3.483100825295499 4.814760092379163 0.0 Inf 698.25 701.75
1500.0 16.9124470789 3.176637570713411 4.457881104697351 0.0 Inf 747.15 752.85
1600.0 18.25534804795 2.9198629909410885 4.1417089136029155 0.0 Inf 798.15 801.85
1700.0 19.623444205899997 2.680013695894813 3.848738764685198 0.0 Inf 848.15 851.85
1800.0 21.03099464885 2.46619856632218 3.5871981532988415 0.0 Inf 897.6 902.4
1900.0 22.471324228999997 2.2603983202307485 3.3335842345029056 0.0 Inf 947.05 952.95
2000.0 23.96235843595 2.0885756130331314 3.1136475243975563 0.0 Inf 998.4 1001.6
2100.0 25.4306084509 1.9137510655630119 2.892209278906908 0.0 Inf 1045.75 1054.25
2200.0 27.0124770249 1.763689206101289 2.7082158650201786 0.0 Inf 1095.9 1104.1
2300.0 28.675907883549996 1.6325352639538795 2.5297714363576027 0.0 Inf 1146.15 1153.85
2400.0 30.380021245749997 1.5117792908723435 2.3663029925333876 0.0 Inf 1196.1 1203.9
2500.0 32.15291381125 1.4007651813912378 2.2174935463639582 0.0 Inf 1245.15 1254.85
2600.0 33.99854594060001 1.3016654445479785 2.084345939334422 0.0 Inf 1296.15 1303.85
2700.0 35.9226711175 1.2181974566623275 1.9683429556976815 0.0 Inf 1347.7 1352.3
2800.0 37.85937376964999 1.1364497293992444 1.8559410070171072 0.0 Inf 1396.6 1403.4
2900.0 39.8745467337 1.0629457421720645 1.755893903193098 0.0 Inf 1448.25 1451.75
3000.0 41.905803264199996 0.9956037802607101 1.6579682618145548 0.0 Inf 1498.65 1501.35
3100.0 43.93458505795 0.933212071699646 1.570663020567011 0.0 Inf 1546.8 1553.2
3200.0 46.13861149665 0.880684003789515 1.4965918259986934 0.0 Inf 1600.35 1599.65
3300.0 48.301036088800004 0.8240690210615143 1.4089210913274344 0.0 Inf 1651.35 1648.65
3400.0 50.409167417700004 0.7724866979484724 1.3315721942633139 0.0 Inf 1699.7 1700.3
3500.0 52.60170573845001 0.7287979816466954 1.2676201918208911 0.0 Inf 1750.1 1749.9
3600.0 54.8316051936 0.6899826318957836 1.208800020482045 0.0 Inf 1801.25 1798.75
3700.0 57.1001479856 0.6530232504747773 1.1537864679493828 0.0 Inf 1851.6 1848.4
3800.0 59.34854549395 0.6149083922747866 1.086892236247527 0.0 Inf 1901.0 1899.0
3900.0 61.6745056338 0.5827155283442765 1.03900342102942 0.0 Inf 1951.55 1948.45
4000.0 64.01714142875002 0.5533726119738754 0.9888891707628288 0.0 Inf 2001.75 1998.25
4100.0 66.41681099725 0.5283364070301034 0.9473425837816316 0.0 Inf 2052.55 2047.45
4200.0 68.77527773575 0.5028331634150996 0.9064492510534403 0.0 Inf 2101.75 2098.25
4300.0 71.23254589304999 0.4816041723211032 0.8765050202991913 0.0 Inf 2152.15 2147.85
4400.0 73.66324459895 0.4616451565045466 0.8378568230452595 0.0 Inf 2201.15 2198.85
4500.0 76.16913061220001 0.44385961425910764 0.8078111737359238 0.0 Inf 2251.4 2248.6
4600.0 78.70867348205 0.42819168744305625 0.7816156657499167 0.0 Inf 2301.3 2298.7
4700.0 81.24711373845001 0.41260314434433915 0.7571296964899645 0.0 Inf 2349.8 2350.2
