iter time primal d dmin davg lmo1 lmo2
0.0 0.0 -31.078745250930684 45884.8217191787 45884.8217191787 45884.8217191787 0.0 0.0
100.0 0.41078045725 -35079.039903937104 1582.812114136933 1582.812114136933 11412.077998864846 10000.0 100.0
200.0 0.6246914829999999 -37108.10544083164 394.931517401252 394.931517401252 6093.874582517901 20000.0 200.0
300.0 0.8519382526999999 -37546.295062369616 234.2569161737547 234.2569161737547 4168.096096721641 30000.0 300.0
400.0 1.0618162433499998 -37792.733201064744 164.68527276772528 164.68527276772528 3177.8284589902573 40000.0 400.0
500.0 1.27504888235 -37947.59511266668 123.24282920794549 123.24282920794549 2571.9855815715796 50000.0 500.0
600.0 1.4943236108500002 -38057.42981639131 98.40972725942797 98.40972725942797 2162.2829262606497 60000.0 600.0
700.0 1.6966831259499997 -38140.35854572106 78.43479850575905 78.43479850575905 1866.4178623267271 70000.0 700.0
800.0 1.9183601374499997 -38199.91293296865 64.86608755103339 64.86608755103339 1642.3055136949604 80000.0 800.0
900.0 2.1430361413000005 -38246.123326874025 54.03774961108619 54.03774961108619 1466.5370686077808 90000.0 900.0
1000.0 2.3655751014499993 -38285.34140411587 48.66041523646856 48.66041523646856 1325.1801009687479 100000.0 1000.0
1100.0 2.6124482921 -38320.355975049584 42.402315403566334 42.402315403566334 1208.952374659526 110000.0 1100.0
1200.0 2.84297384645 -38346.20964940837 35.12217020395191 35.12217020395191 1111.4977520869409 120000.0 1200.0
1300.0 3.0777149984000003 -38364.669727045955 30.502305518229228 30.502305518229228 1028.5721217597627 130000.0 1300.0
1400.0 3.31435744805 -38380.982737970204 27.9739222779543 27.9739222779543 957.245979964229 140000.0 1400.0
1500.0 3.5320073772500002 -38396.36017864802 24.709132164123822 24.709132164123822 895.2146887511318 150000.0 1500.0
1600.0 3.7427628237999997 -38408.62273120187 21.24396142603578 21.24396142603578 840.7362606309669 160000.0 1600.0
1700.0 3.9759617249000017 -38418.44491858683 17.969734934583407 17.969734934583407 792.4661864649049 170000.0 1700.0
1800.0 4.187157988649999 -38425.027664017325 15.691776334688054 15.691776334688054 749.3933942444343 180000.0 1800.0
1900.0 4.4106602542 -38430.74492810777 13.753260503666036 13.753260503666036 710.7390173313461 190000.0 1900.0
2000.0 4.641107421250001 -38435.18818290091 12.24916004234479 12.24916004234479 675.8716220470882 200000.0 2000.0
2100.0 4.8788031113 -38438.54132915112 11.107976401510962 11.107976401510962 644.2567473145134 210000.0 2100.0
2200.0 5.15915263625 -38441.36019128871 10.447409670184879 10.447409670184879 615.4680241200896 220000.0 2200.0
2300.0 5.39662751915 -38444.44111372494 10.2383675489613 10.2383675489613 589.1700188464318 230000.0 2300.0
2400.0 5.629735473350001 -38447.83257121517 9.573625578694966 9.573625578694966 565.0481642538695 240000.0 2400.0
2500.0 5.86009696725 -38450.51231456497 9.06308060581316 9.06308060581316 542.8249696979606 250000.0 2500.0
2600.0 6.1091325297 -38452.87876616176 8.584226369130548 8.582897221313788 522.2932203120079 260000.0 2600.0
2700.0 6.31069640265 -38455.271431229645 8.173994410266916 8.173994410266916 503.2688611802512 270000.0 2700.0
2800.0 6.540482662850001 -38457.233790312355 7.542584667758957 7.542584667758957 485.58166315097674 280000.0 2800.0
2900.0 6.760433282299999 -38458.949870162854 7.152820759436817 7.152820759436817 469.09493476578234 290000.0 2900.0
3000.0 6.9695940744500025 -38460.507876686686 7.029377494436178 7.029377494436178 453.6988021018351 300000.0 3000.0
