iter time primal d dmin davg lmo1 lmo2
0.0 0.0 354.33242754686063 707847.6816606402 707847.6816606402 707847.6816606402 0.0 0.0
100.0 0.55420347625 -264089.4126323399 192245.2824943944 192245.2824943944 351757.913944191 18000.0 20.0
200.0 1.1028792246 -476766.0232360273 77529.91106088451 77529.91106088451 244406.32923529096 36000.0 40.0
300.0 1.6452621350499999 -557237.2577298915 24950.741190182107 24950.741190182107 178552.897745945 54000.0 60.0
400.0 2.1843975506 -577513.9826653413 12877.702357043385 12877.702357043385 138751.86346728558 72000.0 80.0
500.0 2.7274879424 -586147.9636214895 8598.215553068603 8598.215553068603 113323.41671583062 90000.0 100.0
600.0 3.2929887284500006 -591105.3361290095 6526.685626176301 6526.685626176301 95817.3786923855 108000.0 120.0
700.0 3.851878283850001 -594488.165272027 5319.806179411566 5319.806179411566 83055.50112243627 126000.0 140.0
800.0 4.400276785750001 -597013.5370898632 4535.996017088498 4535.996017088498 73344.80705329089 144000.0 160.0
900.0 4.961013844949999 -599035.0464787498 3977.9785423283015 3977.9785423283015 65708.40364451235 162000.0 180.0
1000.0 5.508724234300001 -600757.747040424 3514.3597899206884 3514.3597899206884 59540.90927512184 180000.0 200.0
1100.0 6.05151752955 -602190.5467692257 3160.486963381244 3160.486963381244 54453.237247780875 198000.0 220.0
1200.0 6.619108641750001 -603429.2886832813 2881.8290529059236 2881.8290529059236 50184.0217843156 216000.0 240.0
1300.0 7.1536750198000005 -604521.1337068322 2653.174448012799 2653.174448012799 46549.866631687684 234000.0 260.0
1400.0 7.699838713699999 -605500.8840298388 2459.296078344895 2459.296078344895 43418.12298297511 252000.0 280.0
1500.0 8.2545899526 -606379.6991344156 2303.1336106775498 2303.1336106775498 40690.95520016476 270000.0 300.0
1600.0 8.8147583481 -607194.608135679 2160.7540611490663 2160.7540611490663 38294.48169563592 288000.0 320.0
1700.0 9.35595589285 -607946.7207954475 2030.8883813596753 2030.8883813596753 36171.134180086534 306000.0 340.0
1800.0 9.957950696300001 -608637.3511486526 1918.7196946238462 1918.7196946238462 34276.387306334545 324000.0 360.0
1900.0 10.543543028700002 -609283.5317470024 1814.6772430881824 1814.6772430881824 32574.94486573849 342000.0 380.0
2000.0 11.076349560450002 -609891.3398703921 1710.7834696303573 1710.7834696303573 31038.013775019546 360000.0 400.0
2100.0 11.637823325750002 -610454.0410493035 1616.5276095301574 1616.5276095301574 29642.41879716128 378000.0 420.0
2200.0 12.189750806400001 -610964.4622182064 1534.7506142719003 1534.7506142719003 28369.36678278802 396000.0 440.0
2300.0 12.7483069379 -611445.7732724585 1463.3862902592932 1463.3862902592932 27203.51068187212 414000.0 460.0
2400.0 13.28863834085 -611900.5147257389 1395.3919385812605 1395.3919385812605 26131.71241524569 432000.0 480.0
2500.0 13.857999779 -612325.0105959063 1336.5028117946558 1336.5028117946558 25142.985048158556 450000.0 500.0
2600.0 14.413961244899998 -612733.2108195587 1273.6504467783072 1273.6504467783072 24227.85340214165 468000.0 520.0
2700.0 14.985413758000002 -613117.1115997144 1211.42384017483 1211.42384017483 23378.03387275578 486000.0 540.0
2800.0 15.54753306305 -613473.42538609 1154.2890078862242 1154.2890078862242 22586.695160665782 504000.0 560.0
2900.0 16.1100882948 -613804.6950740542 1104.3484191204072 1104.3484191204072 21847.998849735402 522000.0 580.0
3000.0 16.652764238899998 -614114.5025115961 1060.414629299609 1060.414629299609 21156.912647070185 540000.0 600.0
