iter time primal d dmin davg lmo1 lmo2
0.0 0.0 -2672.9616465496615 2.520054721943553e6 2.520054721943553e6 2.520054721943553e6 0.0 0.0
501.0 4.0132971172 -27618.60775287947 2.4482731230832087e6 2.4482731230832087e6 2.4841639225133806e6 500.0 1.0
1002.0 8.0265942344 -49423.79762092755 2.3837697223379137e6 2.3837697223379137e6 2.4506991891215583e6 1000.0 2.0
1503.0 12.38393313705 -70599.63698385494 2.3214803341947375e6 2.3214803341947375e6 2.418394475389853e6 1500.0 3.0
2004.0 16.273976805699995 -91170.01955995812 2.261332361195239e6 2.261332361195239e6 2.38698205255093e6 2000.0 4.0
2505.0 20.74218645575 -111162.30741661561 2.2032494548679157e6 2.2032494548679157e6 2.3563599529370945e6 2500.0 5.0
3006.0 24.639543759399995 -130599.42774494158 2.1471678271729904e6 2.1471678271729904e6 2.3264753635422224e6 3000.0 6.0
3507.0 29.08118314595 -149508.99421401223 2.093015860450114e6 2.093015860450114e6 2.297292925655709e6 3500.0 7.0
4008.0 32.971266851799996 -167911.49631067715 2.0407384500814949e6 2.0407384500814949e6 2.2687868728141296e6 4000.0 8.0
4509.0 37.42592172104999 -185826.89226723084 1.9902616216409956e6 1.9902616216409956e6 2.240934347696816e6 4500.0 9.0
5010.0 41.318175210300005 -203277.90434982063 1.9415242610058307e6 1.9415242610058307e6 2.2137152489067265e6 5000.0 10.0
5511.0 45.774481905349994 -220285.08775460417 1.8944694166933806e6 1.8944694166933806e6 2.1871114295556145e6 5500.0 11.0
6012.0 49.676305303650004 -236865.31741202236 1.8490421880736586e6 1.8490421880736586e6 2.161106103287772e6 6000.0 12.0
6513.0 54.06607219514999 -253038.22820060133 1.8051905255948794e6 1.8051905255948794e6 2.1356835620239936e6 6500.0 13.0
7014.0 58.042495378549994 -268824.24072589783 1.7628592431706432e6 1.7628592431706432e6 2.1108286074337703e6 7000.0 14.0
7515.0 62.344990770749995 -284239.3964896765 1.7219928828692227e6 1.7219928828692227e6 2.0865263746484858e6 7500.0 15.0
8016.0 66.38621762655 -299299.08668481256 1.682545495543771e6 1.682545495543771e6 2.062762793524679e6 8000.0 16.0
8517.0 70.6773467609 -314019.68978621514 1.6444629984081187e6 1.6444629984081187e6 2.0395239160182034e6 8500.0 17.0
9018.0 74.72789686635001 -328416.1794976311 1.6076955662637022e6 1.6076955662637022e6 2.0167961081363875e6 9000.0 18.0
9519.0 78.87076280814999 -342503.6421122154 1.5722027264413866e6 1.5722027264413866e6 1.9945664390516374e6 9500.0 19.0
10020.0 83.05991472520002 -356295.5328057204 1.537940396481313e6 1.537940396481313e6 1.972822341786384e6 10000.0 20.0
10521.0 87.1154760751 -369803.9450644929 1.5048688671670533e6 1.5048688671670533e6 1.951551729303687e6 10500.0 21.0
10521.0 91.3839172692 -369803.9450644929 1.5048688671670533e6 1.5048688671670533e6 1.9321307352977467e6 11000.0 22.0
