iter time primal fd fdmin fdavg, lmo1 lmo2
0.0 0.0 1.929171132070663e6 0.0 0.0 0.0 0.0 0.0
100.0 0.71749250275 20.020502954918477 23.212327894937825 0.0 Inf 51.45 48.55
200.0 1.4380856410500003 12.639262935979492 14.953902728439036 0.0 Inf 99.75 100.25
300.0 2.1892607652000002 11.479249095441013 13.75653691379372 0.0 Inf 149.0 151.0
400.0 2.95561019975 10.415612491421433 12.636098604483392 0.0 Inf 197.85 202.15
500.0 3.74328762575 9.341180174751274 11.451852135203142 0.0 Inf 247.55 252.45
600.0 4.559134993950001 8.30938687279609 10.315616947130943 0.0 Inf 298.65 301.35
700.0 5.38885342305 7.404200600993869 9.327518544100144 0.0 Inf 349.0 351.0
800.0 6.244221517900001 6.688614519292644 8.520408552620335 0.0 Inf 398.85 401.15
900.0 7.11390231205 5.952844929578157 7.706641208191941 0.0 Inf 448.8 451.2
1000.0 8.0152524507 5.348411215046343 7.015092030915104 0.0 Inf 498.0 502.0
1100.0 8.970248551000001 4.8104213654582955 6.385910655451458 0.0 Inf 550.35 549.65
1200.0 9.918505130249999 4.3158742984906535 5.809058344310058 0.0 Inf 600.3 599.7
1300.0 10.9018823336 3.880267008096056 5.2888587710654305 0.0 Inf 649.7 650.3
1400.0 11.923158934149999 3.4986779923960447 4.83926552036802 0.0 Inf 698.25 701.75
1500.0 12.97516778355 3.188941135212615 4.4720480165202705 0.0 Inf 747.15 752.85
1600.0 14.074604532700002 2.922204056438868 4.1484221888247195 0.0 Inf 798.15 801.85
1700.0 15.201157790599998 2.6700703947527615 3.8411682819217186 0.0 Inf 848.15 851.85
1800.0 16.381847756099997 2.4491955535482646 3.566677430734108 0.0 Inf 897.6 902.4
1900.0 17.585308764 2.2378822724117717 3.3017266596287067 0.0 Inf 947.05 952.95
2000.0 18.85708580195 2.065506532804375 3.0829526475492885 0.0 Inf 998.4 1001.6
2100.0 20.1082244074 1.8878203067882697 2.8591387550882805 0.0 Inf 1045.75 1054.25
2200.0 21.4725362779 1.7346326836150432 2.662348699283773 0.0 Inf 1095.9 1104.1
2300.0 22.92789056535 1.6014982963376134 2.4851258149518642 0.0 Inf 1146.15 1153.85
2400.0 24.420729154 1.4841552442184072 2.325592951584846 0.0 Inf 1196.1 1203.9
2500.0 25.98156925525 1.3794231276495696 2.185425048221104 0.0 Inf 1245.15 1254.85
2600.0 27.635427111299997 1.285254584880231 2.057958110035907 0.0 Inf 1296.15 1303.85
2700.0 29.365203311549994 1.1985817076857461 1.9380368308410887 0.0 Inf 1347.7 1352.3
2800.0 31.0828349213 1.1223984453552132 1.833190813874949 0.0 Inf 1396.6 1403.4
2900.0 32.89647020205 1.0516314003785736 1.7428655759753382 0.0 Inf 1448.25 1451.75
3000.0 34.713767366 0.9875670863800193 1.6491050614922513 0.0 Inf 1498.65 1501.35
3100.0 36.527153385400005 0.9235550968636173 1.554241627342049 0.0 Inf 1546.8 1553.2
3200.0 38.54178801395001 0.8743251779446665 1.484738412238771 0.0 Inf 1600.35 1599.65
3300.0 40.50744223339999 0.8240660984842944 1.4080263934022903 0.0 Inf 1651.35 1648.65
3400.0 42.40606275059999 0.7732031517051323 1.3340251327543147 0.0 Inf 1699.7 1700.3
3500.0 44.40484200585001 0.7316078364138832 1.2703394933872434 0.0 Inf 1750.1 1749.9
3600.0 46.447617086499996 0.6922325403949976 1.2132468902874902 0.0 Inf 1801.25 1798.75
3700.0 48.506249853349985 0.6555597781246342 1.159141880658721 0.0 Inf 1851.6 1848.4
